game_id,data_set,date,a1,a2,a3,a4,a5,h1,h2,h3,h4,h5,period,away_score,home_score,remaining_time,elapsed,play_length,play_id,team,event_type,assist,away,home,block,entered,left,num,opponent,outof,player,points,possession,reason,result,steal,type,shot_distance,original_x,original_y,converted_x,converted_y,description
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,LeBron James,D'Angelo Russell,Taurean Prince,Austin Reaves,Nikola Jokic,Jamal Murray,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,10,7,0:09:30,0:02:30,0:00:04,15,LAL,shot,,,,,,,,,,LeBron James,2,,,made,,layup,2,0,24,25.0,7.4,James 2' Running Finger Roll Layup (2 PTS)
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,LeBron James,D'Angelo Russell,Taurean Prince,Austin Reaves,Nikola Jokic,Jamal Murray,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,10,7,0:09:16,0:02:44,0:00:14,16,DEN,shot,,,,,,,,,,Nikola Jokic,0,,,missed,,hook shot,6,-45,39,20.5,85.1,MISS Jokic 6' Turnaround Hook Shot
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,LeBron James,D'Angelo Russell,Taurean Prince,Austin Reaves,Nikola Jokic,Jamal Murray,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,10,7,0:09:16,0:02:44,0:00:00,17,DEN,rebound,,,,,,,,,,Nikola Jokic,,,,,,rebound offensive,,,,,,Jokic REBOUND (Off:1 Def:0)
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,LeBron James,D'Angelo Russell,Taurean Prince,Austin Reaves,Nikola Jokic,Jamal Murray,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,10,9,0:09:16,0:02:44,0:00:00,18,DEN,shot,,,,,,,,,,Nikola Jokic,2,,,made,,hook shot,6,-51,39,19.9,85.1,Jokic 6' Turnaround Hook Shot (4 PTS)
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,LeBron James,D'Angelo Russell,Taurean Prince,Austin Reaves,Nikola Jokic,Jamal Murray,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,10,9,0:09:16,0:02:44,0:00:00,19,LAL,foul,,,,,,,,Nikola Jokic,,Anthony Davis,,,s.foul,,,shooting,,,,,,Davis S.FOUL (P1.T1) (K.Cutler)
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,LeBron James,D'Angelo Russell,Taurean Prince,Austin Reaves,Nikola Jokic,Jamal Murray,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,10,9,0:09:16,0:02:44,0:00:00,20,DEN,free throw,,,,,,,1,,1,Nikola Jokic,0,,,missed,,free throw 1/1,,,,,,MISS Jokic Free Throw 1 of 1
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,LeBron James,D'Angelo Russell,Taurean Prince,Austin Reaves,Nikola Jokic,Jamal Murray,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,10,9,0:09:14,0:02:46,0:00:02,21,LAL,rebound,,,,,,,,,,Austin Reaves,,,,,,rebound defensive,,,,,,Reaves REBOUND (Off:1 Def:1)
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,LeBron James,D'Angelo Russell,Taurean Prince,Austin Reaves,Nikola Jokic,Jamal Murray,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,10,9,0:09:02,0:02:58,0:00:12,22,LAL,shot,,,,,,,,,,LeBron James,0,,,missed,,3pt jump shot,23,-232,-4,48.2,4.6,MISS James 3PT Jump Shot
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,LeBron James,D'Angelo Russell,Taurean Prince,Austin Reaves,Nikola Jokic,Jamal Murray,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,10,9,0:08:58,0:03:02,0:00:04,23,DEN,rebound,,,,,,,,,,Aaron Gordon,,,,,,rebound defensive,,,,,,Gordon REBOUND (Off:0 Def:1)
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,LeBron James,D'Angelo Russell,Taurean Prince,Austin Reaves,Nikola Jokic,Jamal Murray,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,10,11,0:08:54,0:03:06,0:00:04,24,DEN,shot,,,,,,,,,,Aaron Gordon,2,,,made,,layup,3,27,11,27.7,87.9,Gordon 3' Running Layup (2 PTS)
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,LeBron James,D'Angelo Russell,Taurean Prince,Austin Reaves,Nikola Jokic,Jamal Murray,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,10,11,0:08:39,0:03:21,0:00:15,25,LAL,shot,,,,,,,,,,Austin Reaves,0,,,missed,,fadeaway jumper,10,-7,105,25.7,15.5,MISS Reaves 11' Fadeaway Jumper
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,LeBron James,D'Angelo Russell,Taurean Prince,Austin Reaves,Nikola Jokic,Jamal Murray,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,10,11,0:08:36,0:03:24,0:00:03,26,DEN,rebound,,,,,,,,,,Michael Porter Jr.,,,,,,rebound defensive,,,,,,Porter Jr. REBOUND (Off:0 Def:2)
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,LeBron James,D'Angelo Russell,Taurean Prince,Austin Reaves,Nikola Jokic,Jamal Murray,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,10,14,0:08:30,0:03:30,0:00:06,27,DEN,shot,Nikola Jokic,,,,,,,,,Michael Porter Jr.,3,,,made,,3pt running jump shot,25,99,231,34.9,65.9,Porter Jr. 25' 3PT Running Jump Shot (3 PTS) (Jokic 1 AST)
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,LeBron James,D'Angelo Russell,Taurean Prince,Austin Reaves,Nikola Jokic,Jamal Murray,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,10,14,0:08:14,0:03:46,0:00:16,28,LAL,shot,,,,Nikola Jokic,,,,,,D'Angelo Russell,0,,,missed,,driving reverse layup,4,34,17,21.6,6.7,Jokic BLOCK (1 BLK): MISS Russell 4' Driving Reverse Layup
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,LeBron James,D'Angelo Russell,Taurean Prince,Austin Reaves,Nikola Jokic,Jamal Murray,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,10,14,0:08:13,0:03:47,0:00:01,29,DEN,rebound,,,,,,,,,,Nikola Jokic,,,,,,rebound defensive,,,,,,Jokic REBOUND (Off:1 Def:1)
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,LeBron James,D'Angelo Russell,Taurean Prince,Austin Reaves,Nikola Jokic,Jamal Murray,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,10,14,0:08:12,0:03:48,0:00:01,30,DEN,turnover,,,,,,,,,,Nikola Jokic,,,bad pass,,LeBron James,bad pass,,,,,,Jokic Bad Pass Turnover (P1.T1): James STEAL (1 STL)
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,LeBron James,D'Angelo Russell,Taurean Prince,Austin Reaves,Nikola Jokic,Jamal Murray,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,10,14,0:08:07,0:03:53,0:00:05,31,LAL,shot,,,,,,,,,,D'Angelo Russell,0,,,missed,,3pt running pull-up jump shot,26,195,171,5.5,22.1,MISS Russell 26' 3PT Running Pull-Up Jump Shot
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,LeBron James,D'Angelo Russell,Taurean Prince,Austin Reaves,Nikola Jokic,Jamal Murray,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,10,14,0:08:05,0:03:55,0:00:02,32,DEN,rebound,,,,,,,,,,Aaron Gordon,,,,,,rebound defensive,,,,,,Gordon REBOUND (Off:0 Def:2)
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,LeBron James,D'Angelo Russell,Taurean Prince,Austin Reaves,Nikola Jokic,Jamal Murray,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,10,16,0:07:58,0:04:02,0:00:07,33,DEN,shot,Aaron Gordon,,,,,,,,,Michael Porter Jr.,2,,,made,,cutting dunk shot,2,-2,15,24.8,87.5,Porter Jr. 2' Cutting Dunk Shot (5 PTS) (Gordon 1 AST)
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,LeBron James,D'Angelo Russell,Taurean Prince,Austin Reaves,Nikola Jokic,Jamal Murray,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,10,16,0:07:44,0:04:16,0:00:14,34,DEN,foul,,,,,,,,Anthony Davis,,Nikola Jokic,,,s.foul,,,shooting,,,,,,Jokic S.FOUL (P1.T1) (K.Cutler)
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,LeBron James,D'Angelo Russell,Taurean Prince,Austin Reaves,Nikola Jokic,Jamal Murray,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,11,16,0:07:44,0:04:16,0:00:00,35,LAL,free throw,,,,,,,1,,2,Anthony Davis,1,,,made,,free throw 1/2,,,,,,Davis Free Throw 1 of 2 (3 PTS)
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,LeBron James,D'Angelo Russell,Taurean Prince,Austin Reaves,Nikola Jokic,Jamal Murray,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,12,16,0:07:44,0:04:16,0:00:00,36,LAL,free throw,,,,,,,2,,2,Anthony Davis,1,,,made,,free throw 2/2,,,,,,Davis Free Throw 2 of 2 (4 PTS)
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,LeBron James,D'Angelo Russell,Taurean Prince,Austin Reaves,Nikola Jokic,Jamal Murray,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,12,16,0:07:30,0:04:30,0:00:14,37,DEN,shot,,,,Taurean Prince,,,,,,Jamal Murray,0,,,missed,,3pt pullup jump shot,27,-126,235,12.399999999999999,65.5,MISS Murray 27' 3PT Pullup Jump Shot: Prince BLOCK (1 BLK)
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,LeBron James,D'Angelo Russell,Taurean Prince,Austin Reaves,Nikola Jokic,Jamal Murray,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,12,16,0:07:29,0:04:31,0:00:01,38,DEN,rebound,,,,,,,,,,,,,,,,rebound offensive,,,,,,NUGGETS Rebound
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,LeBron James,D'Angelo Russell,Taurean Prince,Austin Reaves,Nikola Jokic,Jamal Murray,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,12,18,0:07:25,0:04:35,0:00:04,39,DEN,shot,Aaron Gordon,,,,,,,,,Kentavious Caldwell-Pope,2,,,made,,jump shot,16,-6,162,24.4,72.8,Caldwell-Pope 16' Jump Shot (2 PTS) (Gordon 2 AST)
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,LeBron James,D'Angelo Russell,Taurean Prince,Austin Reaves,Nikola Jokic,Jamal Murray,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,14,18,0:07:02,0:04:58,0:00:23,40,LAL,shot,,,,,,,,,,Anthony Davis,2,,,made,,driving layup,3,-27,13,27.7,6.3,Davis 3' Driving Layup (6 PTS)
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,LeBron James,D'Angelo Russell,Taurean Prince,Austin Reaves,Nikola Jokic,Jamal Murray,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,14,18,0:06:51,0:05:09,0:00:11,41,DEN,shot,,,,,,,,,,Kentavious Caldwell-Pope,0,,,missed,,fadeaway jumper,16,-76,139,17.4,75.1,MISS Caldwell-Pope 16' Fadeaway Jumper
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,LeBron James,D'Angelo Russell,Taurean Prince,Austin Reaves,Nikola Jokic,Jamal Murray,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,14,18,0:06:48,0:05:12,0:00:03,42,LAL,rebound,,,,,,,,,,LeBron James,,,,,,rebound defensive,,,,,,James REBOUND (Off:0 Def:2)
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,LeBron James,D'Angelo Russell,Taurean Prince,Austin Reaves,Nikola Jokic,Jamal Murray,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,16,18,0:06:44,0:05:16,0:00:04,43,LAL,shot,,,,,,,,,,LeBron James,2,,,made,,layup,2,-20,4,27.0,5.4,James 2' Running Finger Roll Layup (4 PTS)
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,LeBron James,D'Angelo Russell,Taurean Prince,Austin Reaves,Nikola Jokic,Jamal Murray,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,16,20,0:06:27,0:05:33,0:00:17,44,DEN,shot,Jamal Murray,,,,,,,,,Nikola Jokic,2,,,made,,driving layup,3,22,20,27.2,87.0,Jokic 3' Driving Layup (6 PTS) (Murray 2 AST)
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,LeBron James,D'Angelo Russell,Taurean Prince,Austin Reaves,Nikola Jokic,Jamal Murray,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,16,20,0:06:15,0:05:45,0:00:12,45,LAL,shot,,,,,,,,,,Anthony Davis,0,,,missed,,layup,6,56,19,19.4,6.9,MISS Davis 6' Driving Finger Roll Layup
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,LeBron James,D'Angelo Russell,Taurean Prince,Austin Reaves,Nikola Jokic,Jamal Murray,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,16,20,0:06:14,0:05:46,0:00:01,46,DEN,rebound,,,,,,,,,,Nikola Jokic,,,,,,rebound defensive,,,,,,Jokic REBOUND (Off:1 Def:2)
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,LeBron James,D'Angelo Russell,Taurean Prince,Austin Reaves,Nikola Jokic,Jamal Murray,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,16,20,0:06:11,0:05:49,0:00:03,47,DEN,shot,,,,,,,,,,Jamal Murray,0,,,missed,,3pt running jump shot,26,114,232,36.4,65.8,MISS Murray 26' 3PT Running Jump Shot
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,LeBron James,D'Angelo Russell,Taurean Prince,Austin Reaves,Nikola Jokic,Jamal Murray,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,16,20,0:06:07,0:05:53,0:00:04,48,LAL,rebound,,,,,,,,,,,,,,,,rebound defensive,,,,,,Lakers Rebound
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,LeBron James,D'Angelo Russell,Taurean Prince,Austin Reaves,Nikola Jokic,Jamal Murray,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,16,20,0:06:07,0:05:53,0:00:00,49,DEN,timeout,,,,,,,,,,,,,,,,timeout: regular,,,,,,NUGGETS Timeout: Regular (Full 1 Short 0)
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,LeBron James,D'Angelo Russell,Taurean Prince,Austin Reaves,Nikola Jokic,Reggie Jackson,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,16,20,0:06:07,0:05:53,0:00:00,50,DEN,substitution,,,,,Reggie Jackson,Jamal Murray,,,,Jamal Murray,,,,,,sub,,,,,,SUB: Jackson FOR Murray
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,Rui Hachimura,D'Angelo Russell,Taurean Prince,Austin Reaves,Nikola Jokic,Reggie Jackson,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,16,20,0:06:07,0:05:53,0:00:00,51,LAL,substitution,,,,,Rui Hachimura,LeBron James,,,,LeBron James,,,,,,sub,,,,,,SUB: Hachimura FOR James
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,Rui Hachimura,Gabe Vincent,Taurean Prince,Austin Reaves,Nikola Jokic,Reggie Jackson,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,16,20,0:06:07,0:05:53,0:00:00,52,LAL,substitution,,,,,Gabe Vincent,D'Angelo Russell,,,,D'Angelo Russell,,,,,,sub,,,,,,SUB: Vincent FOR Russell
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,Rui Hachimura,Gabe Vincent,Taurean Prince,Austin Reaves,Nikola Jokic,Reggie Jackson,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,16,20,0:05:53,0:06:07,0:00:14,53,LAL,shot,,,,,,,,,,Taurean Prince,0,,,missed,,3pt jump shot,23,-227,25,47.7,7.5,MISS Prince 3PT Jump Shot
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,Rui Hachimura,Gabe Vincent,Taurean Prince,Austin Reaves,Nikola Jokic,Reggie Jackson,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,16,20,0:05:50,0:06:10,0:00:03,54,DEN,rebound,,,,,,,,,,Nikola Jokic,,,,,,rebound defensive,,,,,,Jokic REBOUND (Off:1 Def:3)
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,Rui Hachimura,Gabe Vincent,Taurean Prince,Austin Reaves,Nikola Jokic,Reggie Jackson,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,16,20,0:05:39,0:06:21,0:00:11,55,DEN,turnover,,,,,,,,,,Kentavious Caldwell-Pope,,,,,Austin Reaves,lost ball,,,,,,Caldwell-Pope Lost Ball Turnover (P1.T2): Reaves STEAL (1 STL)
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,Rui Hachimura,Gabe Vincent,Taurean Prince,Austin Reaves,Nikola Jokic,Reggie Jackson,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,16,20,0:05:33,0:06:27,0:00:06,56,LAL,shot,,,,,,,,,,Anthony Davis,0,,,missed,,layup,5,40,24,21.0,7.4,MISS Davis 5' Running Layup
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,Rui Hachimura,Gabe Vincent,Taurean Prince,Austin Reaves,Nikola Jokic,Reggie Jackson,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,16,20,0:05:32,0:06:28,0:00:01,57,LAL,rebound,,,,,,,,,,Rui Hachimura,,,,,,rebound offensive,,,,,,Hachimura REBOUND (Off:1 Def:0)
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,Rui Hachimura,Gabe Vincent,Taurean Prince,Austin Reaves,Nikola Jokic,Reggie Jackson,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,16,20,0:05:32,0:06:28,0:00:00,58,LAL,shot,,,,,,,,,,Rui Hachimura,0,,,missed,,unknown,3,6,31,24.4,8.1,MISS Hachimura 3' Turnaround Bank Shot
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,Rui Hachimura,Gabe Vincent,Taurean Prince,Austin Reaves,Nikola Jokic,Reggie Jackson,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,16,20,0:05:29,0:06:31,0:00:03,59,DEN,rebound,,,,,,,,,,Reggie Jackson,,,,,,rebound defensive,,,,,,Jackson REBOUND (Off:0 Def:1)
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,Rui Hachimura,Gabe Vincent,Taurean Prince,Austin Reaves,Nikola Jokic,Reggie Jackson,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,16,20,0:05:26,0:06:34,0:00:03,60,DEN,shot,,,,,,,,,,Michael Porter Jr.,0,,,missed,,3pt running jump shot,26,176,184,42.6,70.6,MISS Porter Jr. 25' 3PT Running Jump Shot
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,Rui Hachimura,Gabe Vincent,Taurean Prince,Austin Reaves,Nikola Jokic,Reggie Jackson,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,16,20,0:05:22,0:06:38,0:00:04,61,DEN,rebound,,,,,,,,,,Nikola Jokic,,,,,,rebound offensive,,,,,,Jokic REBOUND (Off:2 Def:3)
22300061,NBA 2023-2024 Regular Season,2023-10-24,Anthony Davis,Rui Hachimura,Gabe Vincent,Taurean Prince,Austin Reaves,Nikola Jokic,Reggie Jackson,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,1,16,22,0:05:21,0:06:39,0:00:01,62,DEN,shot,,,,,,,,,,Nikola Jokic,2,,,made,,hook shot,6,-31,57,21.9,83.3,Jokic 6' Turnaround Hook Shot (8 PTS)
